"design","series","subsample","event_month","mean_car","boot_se","lo","hi","n"
"Gsynth","Treated","Cash merger",5,-0.0127445102557461,0.00737570111534625,-0.02795839574005,0.00189334587440987,7083
"Gsynth","Treated","Cash merger",6,-0.0167963582213405,0.007721170357033,-0.0327336824906487,-0.00140067388921022,7083
"Gsynth","Treated","Cash merger",7,-0.0224608501555783,0.0087667234528147,-0.0403423158355838,-0.00503329050860629,7083
"Gsynth","Treated","Cash merger",8,-0.0256349123900482,0.00984010437148054,-0.0455658297764379,-0.00687306259353504,7083
"Gsynth","Treated","Cash merger",9,-0.0328543948163496,0.0111511913699189,-0.0553064598833371,-0.0116090317887944,7083
"Gsynth","Treated","Cash merger",10,-0.038176747202771,0.011574582225763,-0.0621553610134686,-0.0162374158404993,7083
"Gsynth","Treated","Cash merger",11,-0.0445333050416946,0.012343223344374,-0.0702494171081994,-0.0214096472485908,7083
"Gsynth","Treated","Cash merger",12,-0.0482140860764784,0.0132442843676408,-0.0759426725264257,-0.0241526148329194,7083
"Gsynth","Treated","Cash merger",13,-0.051492310825314,0.0132628228962697,-0.0788988457832826,-0.026897278934128,7083
"Gsynth","Treated","Cash merger",14,-0.0565563065838317,0.0143355856661772,-0.08683779502559,-0.0297405716873826,7083
"Gsynth","Treated","Cash merger",15,-0.0598584049134347,0.0145888343415532,-0.0903662330917237,-0.0321954657520137,7083
"Gsynth","Treated","Cash merger",16,-0.0639050934484595,0.0151868892477024,-0.0965203535099547,-0.0354014765541949,7083
"Gsynth","Treated","Cash merger",17,-0.0702227839781918,0.0154580466499302,-0.102274706462439,-0.0417321555225931,7083
"Gsynth","Treated","Cash merger",18,-0.0761741913074396,0.0160023563056383,-0.108421231744292,-0.0460768798359983,7083
"Gsynth","Treated","Cash merger",19,-0.0809637463584727,0.0169427703462126,-0.11507415871509,-0.0493642079328135,7083
"Gsynth","Treated","Cash merger",20,-0.0900383013079547,0.01687662761723,-0.123701158073281,-0.0586223848490577,7083
"Gsynth","Treated","Cash merger",21,-0.0973322869243803,0.0184899069226872,-0.135717377458008,-0.0632118250235762,7083
"Gsynth","Treated","Cash merger",22,-0.0987236639537384,0.0184343049023463,-0.135288315709015,-0.0642078134136296,7083
"Gsynth","Treated","Cash merger",23,-0.108282157211169,0.0194560953916142,-0.147743299825976,-0.0708392987757134,7083
"Gsynth","Treated","Cash merger",24,-0.109565003281299,0.0196412038562454,-0.14942057717868,-0.0711769627644458,7083
"Gsynth","Treated","Cash merger",25,-0.112592342150689,0.0203563807125201,-0.15313185590911,-0.0723681124329602,7083
"Gsynth","Treated","Cash merger",26,-0.115702654076475,0.0206083644777176,-0.155106019478442,-0.075879499358351,7083
"Gsynth","Treated","Cash merger",27,-0.119862410002156,0.0212211862892871,-0.161472050941854,-0.0799488973430121,7083
"Gsynth","Treated","Cash merger",28,-0.120302644082435,0.021856381476626,-0.164370354048212,-0.0795181201062671,7083
"Gsynth","Treated","Cash merger",29,-0.123226597907385,0.0221498603483024,-0.167431991197026,-0.081103419251171,7083
"Gsynth","Treated","Cash merger",30,-0.119674621977414,0.0227714868213998,-0.163682031395713,-0.0774175243071984,7083
"Gsynth","Treated","Cash merger",31,-0.127917172562719,0.0234635095783398,-0.174875278234108,-0.0833683937630115,7083
"Gsynth","Treated","Cash merger",32,-0.132809660942711,0.0243318149410493,-0.181102245815509,-0.0872568030630086,7083
"Gsynth","Treated","Cash merger",33,-0.132734803741631,0.0241840156964501,-0.180137710331672,-0.0858691913959294,7083
"Gsynth","Treated","Cash merger",34,-0.138246641467651,0.0249833167600227,-0.187780989868074,-0.0898914127351252,7083
"Gsynth","Treated","Cash merger",35,-0.143301065520955,0.0251935144303402,-0.194016100119867,-0.094557871741735,7083
"Gsynth","Treated","Cash merger",36,-0.147124955467678,0.0249925911652423,-0.197090188142239,-0.0965613066360873,7083
"Gsynth","Random placebo","Cash merger",0,-1.65107633983692e-05,0.00240640912232442,-0.00470626830303773,0.00458273201718702,9171
"Gsynth","Random placebo","Cash merger",1,0.000491726559699453,0.00263714692512852,-0.0046807496227229,0.00596080567586251,9171
"Gsynth","Random placebo","Cash merger",2,-0.00090459601659855,0.00395413933926019,-0.00872653061932541,0.00688838119807866,9171
"Gsynth","Random placebo","Cash merger",3,-0.00258978542681522,0.00459189871083203,-0.0114505769038759,0.00618230962194847,9171
"Gsynth","Random placebo","Cash merger",4,-0.000438894994051791,0.00498399330138162,-0.0102672463414065,0.00931144324078447,9171
"Gsynth","Random placebo","Cash merger",5,-0.00065594551367316,0.00589530593633302,-0.0120840170020018,0.0113529867291129,9171
"Gsynth","Random placebo","Cash merger",6,0.00146859299562179,0.00685969734804683,-0.0113025744973932,0.0160441456692657,9171
"Gsynth","Random placebo","Cash merger",7,0.000540269178015439,0.00835517258911634,-0.0152860487008368,0.0189893582175018,9171
"Gsynth","Random placebo","Cash merger",8,0.000362753482053761,0.00888282726470251,-0.0167296025021152,0.01977482265379,9171
"Gsynth","Random placebo","Cash merger",9,-0.000117282149990266,0.00965678946545287,-0.0189470303703855,0.0198031725133571,9171
"Gsynth","Random placebo","Cash merger",10,-0.000817564159466141,0.0106874197033676,-0.0217052502767255,0.0213281647681912,9171
"Gsynth","Random placebo","Cash merger",11,-0.00155259060195069,0.0107239986801853,-0.0228287271558249,0.0199858891521423,9171
"Gsynth","Random placebo","Cash merger",12,-0.00300994089906731,0.0116901857412539,-0.0268145633931782,0.0198728828938439,9171
"Gsynth","Random placebo","Cash merger",13,-0.00767718104992682,0.0124113575173543,-0.0324669569223665,0.0165302886098958,9171
"Gsynth","Random placebo","Cash merger",14,-0.00539888310106172,0.0137498322061478,-0.0320027179977672,0.0229748875212328,9171
"Gsynth","Random placebo","Cash merger",15,-0.00415404784000698,0.0142814062470661,-0.0314282785546875,0.0254134889248396,9171
"Gsynth","Random placebo","Cash merger",16,-0.00568323780193483,0.0150833853662775,-0.0355146739931587,0.0254652795179714,9171
"Gsynth","Random placebo","Cash merger",17,-0.00502818721638043,0.0153369842007355,-0.0346128748277326,0.0257503837864111,9171
"Gsynth","Random placebo","Cash merger",18,-0.00690728704420214,0.0161098924618507,-0.0371260018766829,0.0258717581016323,9171
"Gsynth","Random placebo","Cash merger",19,-0.00702379702944297,0.0168173372549256,-0.0394565466688697,0.0269245091858086,9171
"Gsynth","Random placebo","Cash merger",20,-0.00846305237021869,0.018316862422506,-0.0430042247342981,0.0282968719716043,9171
"Gsynth","Random placebo","Cash merger",21,-0.01378598227434,0.019372575252177,-0.050115141830901,0.0253272244998571,9171
"Gsynth","Random placebo","Cash merger",22,-0.015042499788408,0.0206636098649642,-0.0543021959403022,0.0264700307219892,9171
"Gsynth","Random placebo","Cash merger",23,-0.0159130226902848,0.0209568095545104,-0.0548730106231136,0.0262730727687684,9171
"Gsynth","Random placebo","Cash merger",24,-0.0137590586075353,0.0207728654152391,-0.0521312684192228,0.0285852779584469,9171
"Gsynth","Random placebo","Cash merger",25,-0.0158054942164462,0.0215129029811876,-0.0548633096674431,0.027651563221978,9171
"Gsynth","Random placebo","Cash merger",26,-0.0119702290898847,0.0217121653052637,-0.0517909271420523,0.0336944376508659,9171
"Gsynth","Random placebo","Cash merger",27,-0.0105537725759719,0.022394417499605,-0.0514142913150261,0.036451422439912,9171
"Gsynth","Random placebo","Cash merger",28,-0.0155593000232356,0.0234675420391092,-0.0582506693033768,0.0325539628270663,9171
"Gsynth","Random placebo","Cash merger",29,-0.0174657774974094,0.0234564973621433,-0.0600409602225426,0.0294972434480295,9171
"Gsynth","Random placebo","Cash merger",30,-0.0146153031197472,0.0238269044570078,-0.058950687465094,0.032833659290019,9171
"Gsynth","Random placebo","Cash merger",31,-0.0156883862922418,0.0245673340330588,-0.0622797181587403,0.0338408572723682,9171
"Gsynth","Random placebo","Cash merger",32,-0.0195470053564819,0.0256149597528417,-0.0686512465114645,0.032174801324002,9171
"Gsynth","Random placebo","Cash merger",33,-0.0236615041950338,0.0272698739136619,-0.0756793892862665,0.0312303777475909,9171
"Gsynth","Random placebo","Cash merger",34,-0.0196410979394021,0.0275445442064086,-0.072116041968406,0.0360187358822335,9171
"Gsynth","Random placebo","Cash merger",35,-0.0190186408190593,0.0277633126527876,-0.0723724031668932,0.0383059246445542,9171
"Gsynth","Random placebo","Cash merger",36,-0.0205903029605646,0.0289571770525161,-0.0751322642693768,0.040421411596854,9171
"Gsynth","Runup placebo","Cash merger",0,-0.00459839534425087,0.00193587653040194,-0.00853999185975876,-0.00101851204014975,7083
"Gsynth","Runup placebo","Cash merger",1,-0.00492130518971184,0.00419590754618863,-0.0128110100364112,0.00441335170654482,7083
"Gsynth","Runup placebo","Cash merger",2,-0.0103705185090144,0.00484598019203617,-0.0192131932902635,-0.00014736092221646,7083
"Gsynth","Runup placebo","Cash merger",3,-0.0142992205632319,0.00621260312609267,-0.0259690153333572,-0.00141360963883726,7083
"Gsynth","Runup placebo","Cash merger",4,-0.0180144572452531,0.00794913842055325,-0.0333612434348034,-0.00142183058869695,7083
"Gsynth","Runup placebo","Cash merger",5,-0.0205796486454183,0.00855672881617524,-0.03725710400017,-0.00290605968552215,7083
"Gsynth","Runup placebo","Cash merger",6,-0.0207347771863289,0.00985834649164008,-0.0400078928973952,-0.00110426556141803,7083
"Gsynth","Runup placebo","Cash merger",7,-0.0240528883423727,0.0111850623186013,-0.0454026775272666,-0.00195436352678087,7083
"Gsynth","Runup placebo","Cash merger",8,-0.0334081289530072,0.0117285499577479,-0.0556524794134523,-0.00987609199720529,7083
"Gsynth","Runup placebo","Cash merger",9,-0.0386126914227166,0.0123270072858392,-0.0628309096084488,-0.0141767688676547,7083
"Gsynth","Runup placebo","Cash merger",10,-0.0427269376868888,0.0134523589034283,-0.0681844051147593,-0.0151417723485858,7083
"Gsynth","Runup placebo","Cash merger",11,-0.0439545479332118,0.0152819488773003,-0.0737079619768534,-0.0129732199809632,7083
"Gsynth","Runup placebo","Cash merger",12,-0.0508946209089956,0.0175568396885405,-0.0844591513024877,-0.0162980154548329,7083
"Gsynth","Runup placebo","Cash merger",13,-0.0581176194198326,0.0186568569902539,-0.0942607888806725,-0.0215539111346204,7083
"Gsynth","Runup placebo","Cash merger",14,-0.0577472669046545,0.0198779126019357,-0.095548077449811,-0.0181726964415054,7083
"Gsynth","Runup placebo","Cash merger",15,-0.0657994149241995,0.0206698007085589,-0.106819684381969,-0.0247777244421636,7083
"Gsynth","Runup placebo","Cash merger",16,-0.0727107635826871,0.0211804960031411,-0.115773357932952,-0.0308713897425751,7083
"Gsynth","Runup placebo","Cash merger",17,-0.0775347927116162,0.0223493609895257,-0.122553399339976,-0.0342359033414788,7083
"Gsynth","Runup placebo","Cash merger",18,-0.0821397856751466,0.0240337196997511,-0.13150559319262,-0.0349774157805086,7083
"Gsynth","Runup placebo","Cash merger",19,-0.0831263173773848,0.0249190488045439,-0.134915637404066,-0.0347332681680982,7083
"Gsynth","Runup placebo","Cash merger",20,-0.090043623447478,0.0253245515532904,-0.139998574090644,-0.0406757458047765,7083
"Gsynth","Runup placebo","Cash merger",21,-0.0927840953463818,0.0252181971813503,-0.142171188229616,-0.0435218379718575,7083
"Gsynth","Runup placebo","Cash merger",22,-0.0930181025491158,0.0255897733255984,-0.143809429550074,-0.0431620769432152,7083
"Gsynth","Runup placebo","Cash merger",23,-0.101740002595138,0.0270192688176106,-0.155419082313285,-0.0487267280937211,7083
"Gsynth","Runup placebo","Cash merger",24,-0.104784702026346,0.0284037324814492,-0.161201634795886,-0.049015235602121,7083
"Gsynth","Runup placebo","Cash merger",25,-0.108197014155168,0.0290182914089874,-0.166190268411055,-0.0524103399706702,7083
"Gsynth","Runup placebo","Cash merger",26,-0.108980579124091,0.0300864459796853,-0.168902838008769,-0.0519975377339513,7083
"Gsynth","Runup placebo","Cash merger",27,-0.11332693840838,0.0307453717759786,-0.175173521766338,-0.053987253043626,7083
"Gsynth","Runup placebo","Cash merger",28,-0.112405283308038,0.0315018713472511,-0.177086605984709,-0.0519854226306426,7083
"Gsynth","Runup placebo","Cash merger",29,-0.115576916970926,0.0315496469568188,-0.180328638606412,-0.0558983292203933,7083
"Gsynth","Runup placebo","Cash merger",30,-0.120527828563039,0.0326086294975919,-0.189210550095322,-0.0584333554568768,7083
"Gsynth","Runup placebo","Cash merger",31,-0.122079155991456,0.0329027135799435,-0.190677619510968,-0.059607928497243,7083
"Gsynth","Runup placebo","Cash merger",32,-0.128965715358554,0.0326824356737206,-0.200549683219554,-0.0675137147526641,7083
"Gsynth","Runup placebo","Cash merger",33,-0.127806582504646,0.0329305008192313,-0.19853522971843,-0.0669330946696956,7083
"Gsynth","Runup placebo","Cash merger",34,-0.132551074181287,0.0331577926530059,-0.202468669440821,-0.0733577659909088,7083
"Gsynth","Runup placebo","Cash merger",35,-0.130608857945729,0.0339853858241074,-0.200524774150487,-0.065904660586473,7083
"Gsynth","Runup placebo","Cash merger",36,-0.1322293251683,0.0344085533227122,-0.204606456138214,-0.0661584303033413,7083
"Hybrid SC","Treated","Cash merger",0,0.0103212561943439,0.00314660070652192,0.0040743369664235,0.016378201720591,7401
"Hybrid SC","Treated","Cash merger",1,0.00758736193293202,0.00523590661692376,-0.00284202873498878,0.0172016265174822,7401
"Hybrid SC","Treated","Cash merger",2,0.0015648651116496,0.00772026283400105,-0.013941078346862,0.0155534857593909,7401
"Hybrid SC","Treated","Cash merger",3,-0.0117252633929097,0.00966665096154725,-0.0301604883704057,0.00607931525276215,7401
"Hybrid SC","Treated","Cash merger",4,-0.0222529973579221,0.0123214043262941,-0.0459944753234484,0.000195777571683528,7401
"Hybrid SC","Treated","Cash merger",5,-0.0329185016519499,0.0143089024519567,-0.0606058775034147,-0.00703310131929608,7401
"Hybrid SC","Treated","Cash merger",6,-0.0436599459385396,0.0164980933881167,-0.0754475343047638,-0.0132713576054636,7401
"Hybrid SC","Treated","Cash merger",7,-0.0526082693484082,0.0187241913791139,-0.0891144775157866,-0.0161976876612782,7401
"Hybrid SC","Treated","Cash merger",8,-0.0592841871189014,0.021042730694321,-0.100828958697948,-0.0184067135147983,7401
"Hybrid SC","Treated","Cash merger",9,-0.0696191930132041,0.0232987523235059,-0.115598656531111,-0.025232794171377,7401
"Hybrid SC","Treated","Cash merger",10,-0.081637688781653,0.0260871129719635,-0.13340577631445,-0.0321911615471941,7401
"Hybrid SC","Treated","Cash merger",11,-0.0922621641447331,0.0283494605310126,-0.149230870381711,-0.0391472017511936,7401
"Hybrid SC","Treated","Cash merger",12,-0.100125222871356,0.0298327239875041,-0.159275695449189,-0.0438725609228159,7401
"Hybrid SC","Treated","Cash merger",13,-0.10643402385675,0.0319903374921578,-0.171449740125916,-0.0463524934287731,7401
"Hybrid SC","Treated","Cash merger",14,-0.113409778419151,0.0335414371646652,-0.180561403386007,-0.0503682802383056,7401
"Hybrid SC","Treated","Cash merger",15,-0.12241519429008,0.0359321045986699,-0.19414919065653,-0.054739223415805,7401
"Hybrid SC","Treated","Cash merger",16,-0.128072136293065,0.0378860648432468,-0.203549032830907,-0.0558903075542856,7401
"Hybrid SC","Treated","Cash merger",17,-0.135442203264787,0.0398665130330052,-0.213852681547816,-0.0602643669218176,7401
"Hybrid SC","Treated","Cash merger",18,-0.144517935230574,0.0410352510727373,-0.225657693478872,-0.0677225076483429,7401
"Hybrid SC","Treated","Cash merger",19,-0.151722774816552,0.0429320072909187,-0.238040624344608,-0.0720793926792239,7401
"Hybrid SC","Treated","Cash merger",20,-0.15945649023412,0.0444720098621493,-0.248640992360469,-0.0760846666307668,7401
"Hybrid SC","Treated","Cash merger",21,-0.166033559676575,0.0464422554655539,-0.258330594405483,-0.0788077207074579,7401
"Hybrid SC","Treated","Cash merger",22,-0.170811742869839,0.0481580820182507,-0.26763080590334,-0.0819851799961702,7401
"Hybrid SC","Treated","Cash merger",23,-0.177072253654775,0.0491079350524117,-0.275781421939451,-0.0876500306702314,7401
"Hybrid SC","Treated","Cash merger",24,-0.17741036163051,0.0493970409255271,-0.276159154707335,-0.0878910603153834,7401
"Hybrid SC","Treated","Cash merger",25,-0.18100738107371,0.0513068506590552,-0.285177982051599,-0.0874426838621489,7401
"Hybrid SC","Treated","Cash merger",26,-0.184569342966139,0.0529507038366136,-0.292489351596279,-0.0881277144262857,7401
"Hybrid SC","Treated","Cash merger",27,-0.189127677777041,0.054019885648551,-0.298066118676403,-0.0910730584699238,7401
"Hybrid SC","Treated","Cash merger",28,-0.190106466441127,0.054732535406747,-0.301155238146197,-0.0910894571268723,7401
"Hybrid SC","Treated","Cash merger",29,-0.194101195140496,0.055253390308054,-0.305883774914791,-0.0921008875998778,7401
"Hybrid SC","Treated","Cash merger",30,-0.193727079712515,0.0551373450088383,-0.304065691488143,-0.0898799511868072,7401
"Hybrid SC","Treated","Cash merger",31,-0.195942249954862,0.0542882473472422,-0.304048150003432,-0.0953707159538868,7401
"Hybrid SC","Treated","Cash merger",32,-0.199332150792102,0.0544705936642622,-0.308077569763441,-0.0970368480594718,7401
"Hybrid SC","Treated","Cash merger",33,-0.202790964356751,0.054352743738767,-0.311309013904686,-0.100229818509855,7401
"Hybrid SC","Treated","Cash merger",34,-0.204747330925308,0.0551623126574088,-0.315442044163209,-0.0999892502463578,7401
"Hybrid SC","Treated","Cash merger",35,-0.206775041949842,0.0546535352331996,-0.317161218280476,-0.104399806248553,7401
"Hybrid SC","Treated","Cash merger",36,-0.208798323464188,0.0540232540017124,-0.31569914855297,-0.106867129406026,7401
"Hybrid SC","Random placebo","Cash merger",0,-0.00432959646834802,0.00199413710536213,-0.00825047453437098,-0.000493656408553287,9551
"Hybrid SC","Random placebo","Cash merger",1,-0.0144541274000313,0.00363110839804965,-0.022223794050377,-0.00793778318807582,9551
"Hybrid SC","Random placebo","Cash merger",2,-0.0209897249339287,0.00445608471242232,-0.0298810935391215,-0.0124512912022236,9551
"Hybrid SC","Random placebo","Cash merger",3,-0.0293190988502079,0.00633170731364567,-0.0416749897585951,-0.0176084554575861,9551
"Hybrid SC","Random placebo","Cash merger",4,-0.0377360724104705,0.00800837442860997,-0.0539016587471968,-0.0233869082061224,9551
"Hybrid SC","Random placebo","Cash merger",5,-0.0461236081423674,0.00982294590862285,-0.0658700032585791,-0.0284016635729542,9551
"Hybrid SC","Random placebo","Cash merger",6,-0.0531688912247853,0.0113472662163434,-0.0758743718521898,-0.0322515790747493,9551
"Hybrid SC","Random placebo","Cash merger",7,-0.0611373107481908,0.0134338761341079,-0.088064582626015,-0.0369190127879251,9551
"Hybrid SC","Random placebo","Cash merger",8,-0.0674112658798944,0.0155724775475005,-0.0976488144044883,-0.039032313902298,9551
"Hybrid SC","Random placebo","Cash merger",9,-0.074207951796992,0.017499107347308,-0.108016070210996,-0.0418321243869618,9551
"Hybrid SC","Random placebo","Cash merger",10,-0.0806426612774281,0.0191467151843962,-0.118694514558405,-0.0448037615831622,9551
"Hybrid SC","Random placebo","Cash merger",11,-0.0861721387867171,0.0203654386407254,-0.127088873532059,-0.0477180320045689,9551
"Hybrid SC","Random placebo","Cash merger",12,-0.0882051647102914,0.0215882616504704,-0.131931644855889,-0.0471247818889135,9551
"Hybrid SC","Random placebo","Cash merger",13,-0.0973438755352958,0.0234097833738741,-0.145212088710356,-0.0532950667887011,9551
"Hybrid SC","Random placebo","Cash merger",14,-0.103877225620539,0.0249782082773931,-0.154960186084944,-0.0584086957039629,9551
"Hybrid SC","Random placebo","Cash merger",15,-0.110224649844441,0.0266051144599152,-0.164088285456952,-0.0621798646348462,9551
"Hybrid SC","Random placebo","Cash merger",16,-0.114666275434301,0.0271736778631765,-0.169493757414491,-0.0653646497060194,9551
"Hybrid SC","Random placebo","Cash merger",17,-0.118525244535132,0.0283620682185359,-0.174971623697088,-0.0655962327767055,9551
"Hybrid SC","Random placebo","Cash merger",18,-0.122154327358814,0.0290237570366149,-0.180485346157274,-0.068620856772339,9551
"Hybrid SC","Random placebo","Cash merger",19,-0.127128355748507,0.0297180277347541,-0.185960119791363,-0.0724113837291502,9551
"Hybrid SC","Random placebo","Cash merger",20,-0.133534227502388,0.030861612632668,-0.195310831989643,-0.076649219834249,9551
"Hybrid SC","Random placebo","Cash merger",21,-0.1394331588797,0.0321648349334017,-0.204172022373616,-0.0796274167277902,9551
"Hybrid SC","Random placebo","Cash merger",22,-0.146581465239056,0.032968955190341,-0.213086468045805,-0.0844564008338823,9551
"Hybrid SC","Random placebo","Cash merger",23,-0.149689771327259,0.0340687620366756,-0.218232192925711,-0.0851607933506352,9551
"Hybrid SC","Random placebo","Cash merger",24,-0.147372016922238,0.033941739707154,-0.214575511197345,-0.0846186694992998,9551
"Hybrid SC","Random placebo","Cash merger",25,-0.148780658554052,0.0338668892633426,-0.214836870067281,-0.0847534614410784,9551
"Hybrid SC","Random placebo","Cash merger",26,-0.151345719440899,0.0342890244982033,-0.21556871794835,-0.0857438778365448,9551
"Hybrid SC","Random placebo","Cash merger",27,-0.152382886803709,0.0341935553770454,-0.216231182142296,-0.0864189756348504,9551
"Hybrid SC","Random placebo","Cash merger",28,-0.155923031265713,0.0352348227444635,-0.221026230861357,-0.0881283034608771,9551
"Hybrid SC","Random placebo","Cash merger",29,-0.157983384002557,0.0359763011816887,-0.22586496144218,-0.0897748637258589,9551
"Hybrid SC","Random placebo","Cash merger",30,-0.161658632011907,0.0361801121243346,-0.231055322537062,-0.0931659220415481,9551
"Hybrid SC","Random placebo","Cash merger",31,-0.158513058741652,0.0351227558721868,-0.225974754161688,-0.0909831991472316,9551
"Hybrid SC","Random placebo","Cash merger",32,-0.158836875313223,0.0343448491911536,-0.224830768535404,-0.0920323585298483,9551
"Hybrid SC","Random placebo","Cash merger",33,-0.160795876646435,0.0346810583339276,-0.225924243597662,-0.0936026282649936,9551
"Hybrid SC","Random placebo","Cash merger",34,-0.164782088651205,0.0353896113834715,-0.230877661713519,-0.0943973068678814,9551
"Hybrid SC","Random placebo","Cash merger",35,-0.164701225556765,0.0354959135453165,-0.230590385244506,-0.0944454214581568,9551
"Hybrid SC","Random placebo","Cash merger",36,-0.162511025742403,0.0356342397170997,-0.228187002314762,-0.0918563964597852,9551
"Hybrid SC","Runup placebo","Cash merger",0,-0.00788534010606457,0.0026403768167239,-0.0133027435942013,-0.00310039707705909,7401
"Hybrid SC","Runup placebo","Cash merger",1,-0.0119697748164043,0.00440644692804219,-0.0204536183921825,-0.00400295369616791,7401
"Hybrid SC","Runup placebo","Cash merger",2,-0.0206112851439556,0.00612626886333438,-0.0328952169642036,-0.00918957218335116,7401
"Hybrid SC","Runup placebo","Cash merger",3,-0.0294461927427122,0.00763225620319101,-0.0444034834970386,-0.016041543743726,7401
"Hybrid SC","Runup placebo","Cash merger",4,-0.0361603725727744,0.00955371226542629,-0.0552089839943653,-0.0190936635049075,7401
"Hybrid SC","Runup placebo","Cash merger",5,-0.0391754608268049,0.0109298571366997,-0.0608688908476689,-0.0192267150077625,7401
"Hybrid SC","Runup placebo","Cash merger",6,-0.0470500520162115,0.0129004366084626,-0.0731219514591516,-0.0231682802826245,7401
"Hybrid SC","Runup placebo","Cash merger",7,-0.0538303741790252,0.0143642603377261,-0.0832628722841477,-0.0268824580663995,7401
"Hybrid SC","Runup placebo","Cash merger",8,-0.0627011324922999,0.0161029027407816,-0.095681583176119,-0.0327797648743813,7401
"Hybrid SC","Runup placebo","Cash merger",9,-0.0704510490582516,0.0177179671694281,-0.106358699238748,-0.0371218456047983,7401
"Hybrid SC","Runup placebo","Cash merger",10,-0.0762652975380989,0.0193604258216527,-0.115116880595855,-0.0394878164956914,7401
"Hybrid SC","Runup placebo","Cash merger",11,-0.0814232771876142,0.0206988187738692,-0.123336558125239,-0.0420170048597196,7401
"Hybrid SC","Runup placebo","Cash merger",12,-0.0861237879122042,0.0221693385788477,-0.131369886381414,-0.0439279556916138,7401
"Hybrid SC","Runup placebo","Cash merger",13,-0.0936062044258355,0.0239987154142465,-0.143063714522712,-0.0477499769584037,7401
"Hybrid SC","Runup placebo","Cash merger",14,-0.0993057288590451,0.0252052715385836,-0.151533316848921,-0.0529315542972626,7401
"Hybrid SC","Runup placebo","Cash merger",15,-0.104861099088655,0.0274787032671487,-0.162561972592362,-0.0530119802363851,7401
"Hybrid SC","Runup placebo","Cash merger",16,-0.111419384613684,0.029199146229534,-0.171422081100999,-0.0566076320974124,7401
"Hybrid SC","Runup placebo","Cash merger",17,-0.117142490996219,0.0302810925276373,-0.179079502686119,-0.0606468921015187,7401
"Hybrid SC","Runup placebo","Cash merger",18,-0.120293351367199,0.03062141321618,-0.182187830259404,-0.0622704693725951,7401
"Hybrid SC","Runup placebo","Cash merger",19,-0.125005914238183,0.0315089035420893,-0.189013904551103,-0.0652360031017447,7401
"Hybrid SC","Runup placebo","Cash merger",20,-0.128309024108975,0.0326709884846312,-0.194409165879726,-0.0649211180689725,7401
"Hybrid SC","Runup placebo","Cash merger",21,-0.131201340726276,0.0332791204170588,-0.197385597838887,-0.0676585033182572,7401
"Hybrid SC","Runup placebo","Cash merger",22,-0.132762461444165,0.0334718304734206,-0.198332781100026,-0.0689645788683916,7401
"Hybrid SC","Runup placebo","Cash merger",23,-0.137155360092444,0.0343730563647756,-0.205394420784391,-0.0715452350256965,7401
"Hybrid SC","Runup placebo","Cash merger",24,-0.143985846793716,0.0344003875736022,-0.213431265088524,-0.0788795246536172,7401
"Hybrid SC","Runup placebo","Cash merger",25,-0.148552264881206,0.0350053243261565,-0.219902449617139,-0.0835340611721406,7401
"Hybrid SC","Runup placebo","Cash merger",26,-0.152715306656159,0.0360331803203591,-0.227394386006503,-0.0849331302489301,7401
"Hybrid SC","Runup placebo","Cash merger",27,-0.154966077623418,0.0361141524854982,-0.22926742986512,-0.0878541464026946,7401
"Hybrid SC","Runup placebo","Cash merger",28,-0.153744813346964,0.0365174710355305,-0.227823552168702,-0.0870947374396398,7401
"Hybrid SC","Runup placebo","Cash merger",29,-0.159880235467557,0.0369651772295782,-0.234560629304622,-0.0894518449525442,7401
"Hybrid SC","Runup placebo","Cash merger",30,-0.156283478550989,0.0372694850085965,-0.231277021620251,-0.0874338975264011,7401
"Hybrid SC","Runup placebo","Cash merger",31,-0.161928861944568,0.0375077689312218,-0.238313056237479,-0.0920468455411188,7401
"Hybrid SC","Runup placebo","Cash merger",32,-0.164378130845676,0.0378253540282253,-0.241037310154749,-0.0941395460222365,7401
"Hybrid SC","Runup placebo","Cash merger",33,-0.166881790366777,0.0381553723671553,-0.245990445345196,-0.0959164718875614,7401
"Hybrid SC","Runup placebo","Cash merger",34,-0.167790795123311,0.038619967065916,-0.248821829294589,-0.0955802934725305,7401
"Hybrid SC","Runup placebo","Cash merger",35,-0.169178716359698,0.037781155732242,-0.248911505269445,-0.0980362379333304,7401
"Hybrid SC","Runup placebo","Cash merger",36,-0.167121603994279,0.0379608904017774,-0.248060821806015,-0.0940459350674567,7401
"Monthly SC","Corrected","Cash merger",0,0.016053894982424,0.00239380790160571,0.0115960050761753,0.0207492921374312,7083
"Monthly SC","Corrected","Cash merger",1,0.0124493470794256,0.00403383100484654,0.00297425900131331,0.0194346896133267,7083
"Monthly SC","Corrected","Cash merger",2,0.0131375114281151,0.0044243811867752,0.00305350217473728,0.0207814775929162,7083
"Monthly SC","Corrected","Cash merger",3,0.00742591761306239,0.00490929543081652,-0.00338494745259793,0.0163795742874141,7083
"Monthly SC","Corrected","Cash merger",4,0.00531273616248872,0.00529666011644397,-0.00583923588086115,0.0147301690985468,7083
"Monthly SC","Corrected","Cash merger",5,0.00139759691867237,0.00597242715244665,-0.010977332192615,0.0126855283225721,7083
"Monthly SC","Corrected","Cash merger",6,0.000623949827012464,0.00623552746618821,-0.0113753002853246,0.01292857423928,7083
